Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DHI Units,DNI Units,GHI Units,Temperature Units,Wind Speed Units
NSRDB,20013,Jodhpur,Rajasthan,India,26.35,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,m/s
,,,,,,,,,,,,,,
Hour,GHI,DHI,Temperature,Wind Speed,,,,,,,,,,
7536,0,0,18,0.2,,,,,,,,,,
7537,0,0,17,0.2,,,,,,,,,,
7538,0,0,17,0.2,,,,,,,,,,
7539,0,0,16,0.1,,,,,,,,,,
7540,0,0,16,0.1,,,,,,,,,,
7541,0,0,15,0.1,,,,,,,,,,
7542,0,0,15,0.1,,,,,,,,,,
7543,0,0,14,0.1,,,,,,,,,,
7544,63,53,16,0.1,,,,,,,,,,
7545,264,135,19,0.1,,,,,,,,,,
7546,456,174,23,0.1,,,,,,,,,,
7547,619,200,27,0,,,,,,,,,,
7548,715,213,29,0,,,,,,,,,,
7549,741,217,30,0,,,,,,,,,,
7550,694,210,30,0,,,,,,,,,,
7551,580,193,29,0,,,,,,,,,,
7552,408,175,28,0,,,,,,,,,,
7553,193,123,26,0,,,,,,,,,,
7554,8,8,23,0,,,,,,,,,,
7555,0,0,22,0,,,,,,,,,,
7556,0,0,21,0,,,,,,,,,,
7557,0,0,21,0,,,,,,,,,,
7558,0,0,20,0.1,,,,,,,,,,
7559,0,0,19,0.1,,,,,,,,,,
7560,0,0,19,0.1,,,,,,,,,,
7561,0,0,18,0.1,,,,,,,,,,
7562,0,0,17,0.1,,,,,,,,,,
7563,0,0,17,0.1,,,,,,,,,,
7564,0,0,16,0.1,,,,,,,,,,
7565,0,0,16,0.1,,,,,,,,,,
7566,0,0,15,0,,,,,,,,,,
7567,0,0,15,0,,,,,,,,,,
7568,61,52,17,0.1,,,,,,,,,,
7569,260,152,19,0.1,,,,,,,,,,
7570,455,171,23,0.1,,,,,,,,,,
7571,611,198,28,0,,,,,,,,,,
7572,707,212,30,0,,,,,,,,,,
7573,733,216,31,0,,,,,,,,,,
7574,681,204,31,0,,,,,,,,,,
7575,575,192,30,0.1,,,,,,,,,,
7576,405,174,29,0.1,,,,,,,,,,
7577,198,113,26,0.1,,,,,,,,,,
7578,7,7,23,0.1,,,,,,,,,,
7579,0,0,22,0.2,,,,,,,,,,
7580,0,0,21,0.2,,,,,,,,,,
7581,0,0,21,0.2,,,,,,,,,,
7582,0,0,20,0.2,,,,,,,,,,
7583,0,0,19,0.2,,,,,,,,,,
7584,0,0,18,0.2,,,,,,,,,,
7585,0,0,17,0.2,,,,,,,,,,
7586,0,0,16,0.2,,,,,,,,,,
7587,0,0,16,0.2,,,,,,,,,,
7588,0,0,15,0.2,,,,,,,,,,
7589,0,0,15,0.2,,,,,,,,,,
7590,0,0,14,0.1,,,,,,,,,,
7591,0,0,14,0.1,,,,,,,,,,
7592,58,50,16,0.1,,,,,,,,,,
7593,256,151,19,0.1,,,,,,,,,,
7594,452,171,22,0.1,,,,,,,,,,
7595,610,198,27,0.1,,,,,,,,,,
7596,707,212,29,0.1,,,,,,,,,,
7597,716,215,30,0.1,,,,,,,,,,
7598,666,216,30,0.1,,,,,,,,,,
7599,576,193,29,0.1,,,,,,,,,,
7600,403,173,28,0.2,,,,,,,,,,
7601,195,113,26,0.2,,,,,,,,,,
7602,6,6,23,0.2,,,,,,,,,,
7603,0,0,21,0.2,,,,,,,,,,
7604,0,0,20,0.2,,,,,,,,,,
7605,0,0,19,0.2,,,,,,,,,,
7606,0,0,18,0.2,,,,,,,,,,
7607,0,0,17,0.2,,,,,,,,,,
7608,0,0,17,0.2,,,,,,,,,,
7609,0,0,16,0.2,,,,,,,,,,
7610,0,0,15,0.2,,,,,,,,,,
7611,0,0,15,0.2,,,,,,,,,,
7612,0,0,14,0.1,,,,,,,,,,
7613,0,0,14,0.1,,,,,,,,,,
7614,0,0,13,0.1,,,,,,,,,,
7615,0,0,13,0.1,,,,,,,,,,
7616,51,46,15,0.1,,,,,,,,,,
7617,252,150,18,0.1,,,,,,,,,,
7618,448,170,21,0.1,,,,,,,,,,
7619,599,190,26,0,,,,,,,,,,
7620,698,200,29,0,,,,,,,,,,
7621,724,202,30,0.1,,,,,,,,,,
7622,679,198,30,0.1,,,,,,,,,,
7623,566,184,29,0.1,,,,,,,,,,
7624,400,172,28,0.2,,,,,,,,,,
7625,184,121,25,0.2,,,,,,,,,,
7626,4,4,22,0.2,,,,,,,,,,
7627,0,0,21,0.2,,,,,,,,,,
7628,0,0,20,0.2,,,,,,,,,,
7629,0,0,19,0.2,,,,,,,,,,
7630,0,0,18,0.2,,,,,,,,,,
7631,0,0,17,0.2,,,,,,,,,,
7632,0,0,17,0.2,,,,,,,,,,
7633,0,0,16,0.2,,,,,,,,,,
7634,0,0,15,0.2,,,,,,,,,,
7635,0,0,14,0.2,,,,,,,,,,
7636,0,0,14,0.2,,,,,,,,,,
7637,0,0,13,0.2,,,,,,,,,,
7638,0,0,13,0.2,,,,,,,,,,
7639,0,0,13,0.2,,,,,,,,,,
7640,53,47,14,0.1,,,,,,,,,,
7641,248,149,18,0.1,,,,,,,,,,
7642,444,170,21,0,,,,,,,,,,
7643,598,188,26,0,,,,,,,,,,
7644,705,212,29,0,,,,,,,,,,
7645,731,216,29,0.1,,,,,,,,,,
7646,685,210,29,0.1,,,,,,,,,,
7647,563,183,29,0.1,,,,,,,,,,
7648,398,172,28,0.1,,,,,,,,,,
7649,189,112,25,0.1,,,,,,,,,,
7650,4,4,22,0.1,,,,,,,,,,
7651,0,0,21,0.2,,,,,,,,,,
7652,0,0,20,0.2,,,,,,,,,,
7653,0,0,19,0.2,,,,,,,,,,
7654,0,0,19,0.2,,,,,,,,,,
7655,0,0,18,0.2,,,,,,,,,,
7656,0,0,17,0.2,,,,,,,,,,
7657,0,0,17,0.2,,,,,,,,,,
7658,0,0,16,0.2,,,,,,,,,,
7659,0,0,15,0.2,,,,,,,,,,
7660,0,0,15,0.2,,,,,,,,,,
7661,0,0,14,0.2,,,,,,,,,,
7662,0,0,14,0.2,,,,,,,,,,
7663,0,0,13,0.2,,,,,,,,,,
7664,50,45,15,0.2,,,,,,,,,,
7665,249,147,18,0.1,,,,,,,,,,
7666,441,169,21,0.1,,,,,,,,,,
7667,601,197,26,0,,,,,,,,,,
7668,697,211,29,0.1,,,,,,,,,,
7669,724,215,30,0.1,,,,,,,,,,
7670,679,209,30,0.1,,,,,,,,,,
7671,566,192,29,0.1,,,,,,,,,,
7672,395,171,28,0.1,,,,,,,,,,
7673,186,119,26,0.1,,,,,,,,,,
7674,4,4,23,0.1,,,,,,,,,,
7675,0,0,22,0.1,,,,,,,,,,
7676,0,0,21,0.2,,,,,,,,,,
7677,0,0,20,0.2,,,,,,,,,,
7678,0,0,19,0.2,,,,,,,,,,
7679,0,0,18,0.2,,,,,,,,,,
7680,0,0,17,0.2,,,,,,,,,,
7681,0,0,16,0.2,,,,,,,,,,
7682,0,0,15,0.2,,,,,,,,,,
7683,0,0,15,0.2,,,,,,,,,,
7684,0,0,14,0.2,,,,,,,,,,
7685,0,0,14,0.2,,,,,,,,,,
7686,0,0,13,0.1,,,,,,,,,,
7687,0,0,13,0.1,,,,,,,,,,
7688,47,43,15,0.1,,,,,,,,,,
7689,245,146,18,0.1,,,,,,,,,,
7690,437,168,21,0.1,,,,,,,,,,
7691,591,188,26,0.1,,,,,,,,,,
7692,684,202,28,0.1,,,,,,,,,,
7693,725,215,30,0.2,,,,,,,,,,
7694,664,201,30,0.2,,,,,,,,,,
7695,556,185,29,0.2,,,,,,,,,,
7696,392,158,28,0.2,,,,,,,,,,
7697,191,109,26,0.2,,,,,,,,,,
7698,4,4,23,0.2,,,,,,,,,,
7699,0,0,21,0.2,,,,,,,,,,
7700,0,0,21,0.2,,,,,,,,,,
7701,0,0,20,0.2,,,,,,,,,,
7702,0,0,19,0.1,,,,,,,,,,
7703,0,0,18,0.1,,,,,,,,,,
7704,0,0,17,0.1,,,,,,,,,,
7705,0,0,17,0.1,,,,,,,,,,
7706,0,0,16,0.1,,,,,,,,,,
7707,0,0,15,0.1,,,,,,,,,,
7708,0,0,15,0.1,,,,,,,,,,
7709,0,0,14,0.1,,,,,,,,,,
7710,0,0,14,0.1,,,,,,,,,,
7711,0,0,13,0.1,,,,,,,,,,
7712,45,41,15,0.1,,,,,,,,,,
7713,242,145,18,0.1,,,,,,,,,,
7714,434,168,21,0.1,,,,,,,,,,
7715,586,187,26,0,,,,,,,,,,
7716,679,203,29,0.1,,,,,,,,,,
7717,707,203,30,0.1,,,,,,,,,,
7718,650,213,30,0.2,,,,,,,,,,
7719,551,185,30,0.2,,,,,,,,,,
7720,389,172,28,0.2,,,,,,,,,,
7721,181,118,26,0.2,,,,,,,,,,
7722,3,3,23,0.2,,,,,,,,,,
7723,0,0,22,0.2,,,,,,,,,,
7724,0,0,21,0.2,,,,,,,,,,
7725,0,0,20,0.2,,,,,,,,,,
7726,0,0,19,0.2,,,,,,,,,,
7727,0,0,18,0.2,,,,,,,,,,
7728,0,0,17,0.1,,,,,,,,,,
7729,0,0,17,0.1,,,,,,,,,,
7730,0,0,16,0.1,,,,,,,,,,
7731,0,0,15,0.1,,,,,,,,,,
7732,0,0,15,0.1,,,,,,,,,,
7733,0,0,14,0.1,,,,,,,,,,
7734,0,0,14,0,,,,,,,,,,
7735,0,0,14,0,,,,,,,,,,
7736,42,39,15,0,,,,,,,,,,
7737,240,144,19,0.1,,,,,,,,,,
7738,430,167,22,0.1,,,,,,,,,,
7739,582,188,26,0,,,,,,,,,,
7740,674,205,29,0.1,,,,,,,,,,
7741,703,206,30,0.1,,,,,,,,,,
7742,655,205,30,0.1,,,,,,,,,,
7743,552,182,30,0.1,,,,,,,,,,
7744,385,171,28,0.1,,,,,,,,,,
7745,178,117,26,0.1,,,,,,,,,,
7746,3,3,23,0.1,,,,,,,,,,
7747,0,0,22,0.1,,,,,,,,,,
7748,0,0,21,0.1,,,,,,,,,,
7749,0,0,20,0.1,,,,,,,,,,
7750,0,0,20,0,,,,,,,,,,
7751,0,0,19,0,,,,,,,,,,
7752,0,0,18,0,,,,,,,,,,
7753,0,0,17,0,,,,,,,,,,
7754,0,0,17,0,,,,,,,,,,
7755,0,0,16,0.1,,,,,,,,,,
7756,0,0,15,0.1,,,,,,,,,,
7757,0,0,15,0.1,,,,,,,,,,
7758,0,0,14,0.1,,,,,,,,,,
7759,0,0,14,0.1,,,,,,,,,,
7760,40,37,16,0.1,,,,,,,,,,
7761,234,143,19,0.1,,,,,,,,,,
7762,427,166,22,0.1,,,,,,,,,,
7763,588,195,26,0.1,,,,,,,,,,
7764,669,205,29,0.1,,,,,,,,,,
7765,690,217,30,0.1,,,,,,,,,,
7766,651,206,30,0.2,,,,,,,,,,
7767,557,190,30,0.1,,,,,,,,,,
7768,382,171,29,0.1,,,,,,,,,,
7769,176,116,26,0.1,,,,,,,,,,
7770,3,3,23,0.1,,,,,,,,,,
7771,0,0,22,0.1,,,,,,,,,,
7772,0,0,21,0.1,,,,,,,,,,
7773,0,0,21,0.1,,,,,,,,,,
7774,0,0,20,0.1,,,,,,,,,,
7775,0,0,19,0.1,,,,,,,,,,
7776,0,0,19,0.1,,,,,,,,,,
7777,0,0,18,0.1,,,,,,,,,,
7778,0,0,17,0.1,,,,,,,,,,
7779,0,0,17,0.1,,,,,,,,,,
7780,0,0,16,0.1,,,,,,,,,,
7781,0,0,16,0.1,,,,,,,,,,
7782,0,0,15,0.1,,,,,,,,,,
7783,0,0,15,0.1,,,,,,,,,,
7784,42,39,16,0.1,,,,,,,,,,
7785,234,141,20,0.1,,,,,,,,,,
7786,423,165,23,0.1,,,,,,,,,,
7787,581,194,27,0,,,,,,,,,,
7788,678,209,31,0,,,,,,,,,,
7789,693,207,32,0,,,,,,,,,,
7790,637,226,32,0,,,,,,,,,,
7791,551,189,32,0,,,,,,,,,,
7792,385,168,30,0,,,,,,,,,,
7793,182,108,27,0,,,,,,,,,,
7794,3,3,24,0,,,,,,,,,,
7795,0,0,23,0.1,,,,,,,,,,
7796,0,0,23,0.1,,,,,,,,,,
7797,0,0,22,0.1,,,,,,,,,,
7798,0,0,21,0.2,,,,,,,,,,
7799,0,0,20,0.2,,,,,,,,,,
7800,0,0,19,0.2,,,,,,,,,,
7801,0,0,18,0.2,,,,,,,,,,
7802,0,0,17,0.2,,,,,,,,,,
7803,0,0,17,0.2,,,,,,,,,,
7804,0,0,16,0.2,,,,,,,,,,
7805,0,0,15,0.2,,,,,,,,,,
7806,0,0,15,0.2,,,,,,,,,,
7807,0,0,14,0.3,,,,,,,,,,
7808,39,36,16,0.3,,,,,,,,,,
7809,228,117,19,0.2,,,,,,,,,,
7810,420,165,22,0.2,,,,,,,,,,
7811,574,193,27,0.2,,,,,,,,,,
7812,670,208,30,0.1,,,,,,,,,,
7813,689,209,31,0.1,,,,,,,,,,
7814,642,208,31,0.1,,,,,,,,,,
7815,545,187,30,0.1,,,,,,,,,,
7816,376,172,29,0.1,,,,,,,,,,
7817,180,108,26,0.1,,,,,,,,,,
7818,3,3,23,0.2,,,,,,,,,,
7819,0,0,22,0.2,,,,,,,,,,
7820,0,0,21,0.2,,,,,,,,,,
7821,0,0,20,0.2,,,,,,,,,,
7822,0,0,19,0.2,,,,,,,,,,
7823,0,0,19,0.3,,,,,,,,,,
7824,0,0,18,0.3,,,,,,,,,,
7825,0,0,17,0.3,,,,,,,,,,
7826,0,0,16,0.3,,,,,,,,,,
7827,0,0,16,0.3,,,,,,,,,,
7828,0,0,15,0.3,,,,,,,,,,
7829,0,0,15,0.3,,,,,,,,,,
7830,0,0,14,0.3,,,,,,,,,,
7831,0,0,14,0.2,,,,,,,,,,
7832,37,35,15,0.2,,,,,,,,,,
7833,225,116,18,0.2,,,,,,,,,,
7834,414,165,22,0.2,,,,,,,,,,
7835,570,192,27,0.2,,,,,,,,,,
7836,666,207,29,0.2,,,,,,,,,,
7837,684,210,30,0.1,,,,,,,,,,
7838,649,204,30,0.1,,,,,,,,,,
7839,540,187,29,0.1,,,,,,,,,,
7840,378,156,28,0.1,,,,,,,,,,
7841,179,109,26,0.1,,,,,,,,,,
7842,3,3,23,0.1,,,,,,,,,,
7843,0,0,22,0.1,,,,,,,,,,
7844,0,0,22,0.1,,,,,,,,,,
7845,0,0,21,0,,,,,,,,,,
7846,0,0,20,0,,,,,,,,,,
7847,0,0,19,0,,,,,,,,,,
7848,0,0,19,0.1,,,,,,,,,,
7849,0,0,18,0.1,,,,,,,,,,
7850,0,0,17,0.1,,,,,,,,,,
7851,0,0,17,0.1,,,,,,,,,,
7852,0,0,16,0.1,,,,,,,,,,
7853,0,0,16,0.2,,,,,,,,,,
7854,0,0,15,0.2,,,,,,,,,,
7855,0,0,15,0.2,,,,,,,,,,
7856,30,29,17,0.2,,,,,,,,,,
7857,219,114,20,0.2,,,,,,,,,,
7858,407,162,23,0.1,,,,,,,,,,
7859,560,191,28,0.1,,,,,,,,,,
7860,656,205,30,0,,,,,,,,,,
7861,680,211,31,0,,,,,,,,,,
7862,634,210,31,0,,,,,,,,,,
7863,539,187,30,0,,,,,,,,,,
7864,377,156,29,0,,,,,,,,,,
7865,177,108,27,0.1,,,,,,,,,,
7866,3,3,24,0.1,,,,,,,,,,
7867,0,0,23,0.2,,,,,,,,,,
7868,0,0,22,0.2,,,,,,,,,,
7869,0,0,21,0.2,,,,,,,,,,
7870,0,0,21,0.2,,,,,,,,,,
7871,0,0,20,0.2,,,,,,,,,,
7872,0,0,19,0.2,,,,,,,,,,
7873,0,0,18,0.2,,,,,,,,,,
7874,0,0,17,0.2,,,,,,,,,,
7875,0,0,17,0.2,,,,,,,,,,
7876,0,0,16,0.2,,,,,,,,,,
7877,0,0,16,0.2,,,,,,,,,,
7878,0,0,15,0.2,,,,,,,,,,
7879,0,0,15,0.2,,,,,,,,,,
7880,32,30,16,0.2,,,,,,,,,,
7881,218,114,19,0.1,,,,,,,,,,
7882,407,163,23,0.1,,,,,,,,,,
7883,561,191,28,0.1,,,,,,,,,,
7884,646,209,30,0,,,,,,,,,,
7885,684,215,31,0,,,,,,,,,,
7886,630,211,31,0,,,,,,,,,,
7887,537,187,30,0,,,,,,,,,,
7888,376,156,29,0,,,,,,,,,,
7889,176,108,27,0,,,,,,,,,,
7890,3,3,24,0.1,,,,,,,,,,
7891,0,0,23,0.1,,,,,,,,,,
7892,0,0,22,0.1,,,,,,,,,,
7893,0,0,21,0.1,,,,,,,,,,
7894,0,0,21,0.1,,,,,,,,,,
7895,0,0,20,0.1,,,,,,,,,,
7896,0,0,19,0.1,,,,,,,,,,
7897,0,0,19,0.1,,,,,,,,,,
7898,0,0,18,0.1,,,,,,,,,,
7899,0,0,17,0.1,,,,,,,,,,
7900,0,0,17,0,,,,,,,,,,
7901,0,0,16,0,,,,,,,,,,
7902,0,0,16,0,,,,,,,,,,
7903,0,0,16,0.1,,,,,,,,,,
7904,30,29,17,0.1,,,,,,,,,,
7905,205,118,20,0.1,,,,,,,,,,
7906,402,178,24,0,,,,,,,,,,
7907,559,191,29,0,,,,,,,,,,
7908,642,211,31,0,,,,,,,,,,
7909,672,214,32,0,,,,,,,,,,
7910,627,213,32,0,,,,,,,,,,
7911,533,185,31,0,,,,,,,,,,
7912,375,156,30,0.1,,,,,,,,,,
7913,166,114,27,0.1,,,,,,,,,,
7914,3,3,25,0.1,,,,,,,,,,
7915,0,0,24,0.1,,,,,,,,,,
7916,0,0,23,0.1,,,,,,,,,,
7917,0,0,22,0.1,,,,,,,,,,
7918,0,0,21,0.1,,,,,,,,,,
7919,0,0,21,0,,,,,,,,,,
7920,0,0,20,0,,,,,,,,,,
7921,0,0,19,0,,,,,,,,,,
7922,0,0,19,0,,,,,,,,,,
7923,0,0,19,0,,,,,,,,,,
7924,0,0,18,0,,,,,,,,,,
7925,0,0,18,0,,,,,,,,,,
7926,0,0,18,0.1,,,,,,,,,,
7927,0,0,17,0.1,,,,,,,,,,
7928,28,27,18,0.1,,,,,,,,,,
7929,213,115,21,0.1,,,,,,,,,,
7930,404,162,24,0.1,,,,,,,,,,
7931,553,187,29,0.1,,,,,,,,,,
7932,645,203,31,0.1,,,,,,,,,,
7933,676,206,32,0.1,,,,,,,,,,
7934,632,204,32,0.1,,,,,,,,,,
7935,520,193,32,0.1,,,,,,,,,,
7936,374,167,30,0.1,,,,,,,,,,
7937,165,113,28,0.1,,,,,,,,,,
7938,3,3,25,0.1,,,,,,,,,,
7939,0,0,24,0.1,,,,,,,,,,
7940,0,0,23,0.1,,,,,,,,,,
7941,0,0,22,0.1,,,,,,,,,,
7942,0,0,22,0.1,,,,,,,,,,
7943,0,0,21,0.1,,,,,,,,,,
7944,0,0,20,0.1,,,,,,,,,,
7945,0,0,20,0.1,,,,,,,,,,
7946,0,0,19,0.1,,,,,,,,,,
7947,0,0,18,0.1,,,,,,,,,,
7948,0,0,18,0.1,,,,,,,,,,
7949,0,0,17,0.1,,,,,,,,,,
7950,0,0,17,0.1,,,,,,,,,,
7951,0,0,16,0.1,,,,,,,,,,
7952,25,25,18,0.2,,,,,,,,,,
7953,210,115,21,0.1,,,,,,,,,,
7954,399,161,24,0.1,,,,,,,,,,
7955,551,189,29,0.1,,,,,,,,,,
7956,634,213,32,0.1,,,,,,,,,,
7957,672,206,32,0.1,,,,,,,,,,
7958,629,205,32,0.1,,,,,,,,,,
7959,517,193,32,0.1,,,,,,,,,,
7960,368,154,30,0.1,,,,,,,,,,
7961,178,101,28,0.1,,,,,,,,,,
7962,3,3,25,0.1,,,,,,,,,,
7963,0,0,24,0.1,,,,,,,,,,
7964,0,0,23,0.2,,,,,,,,,,
7965,0,0,22,0.2,,,,,,,,,,
7966,0,0,21,0.2,,,,,,,,,,
7967,0,0,20,0.2,,,,,,,,,,
7968,0,0,19,0.2,,,,,,,,,,
7969,0,0,19,0.2,,,,,,,,,,
7970,0,0,18,0.2,,,,,,,,,,
7971,0,0,17,0.2,,,,,,,,,,
7972,0,0,17,0.2,,,,,,,,,,
7973,0,0,16,0.2,,,,,,,,,,
7974,0,0,16,0.2,,,,,,,,,,
7975,0,0,16,0.2,,,,,,,,,,
7976,23,23,17,0.2,,,,,,,,,,
7977,206,114,20,0.2,,,,,,,,,,
7978,396,161,23,0.1,,,,,,,,,,
7979,544,187,28,0.2,,,,,,,,,,
7980,630,213,30,0.2,,,,,,,,,,
7981,660,217,31,0.1,,,,,,,,,,
7982,626,206,31,0.1,,,,,,,,,,
7983,532,185,31,0.1,,,,,,,,,,
7984,361,174,29,0.1,,,,,,,,,,
7985,171,107,27,0.1,,,,,,,,,,
7986,3,3,24,0.2,,,,,,,,,,
7987,0,0,23,0.2,,,,,,,,,,
7988,0,0,22,0.2,,,,,,,,,,
7989,0,0,21,0.2,,,,,,,,,,
7990,0,0,20,0.2,,,,,,,,,,
7991,0,0,19,0.1,,,,,,,,,,
7992,0,0,19,0.1,,,,,,,,,,
7993,0,0,18,0.1,,,,,,,,,,
7994,0,0,17,0.1,,,,,,,,,,
7995,0,0,17,0.1,,,,,,,,,,
7996,0,0,16,0,,,,,,,,,,
7997,0,0,16,0,,,,,,,,,,
7998,0,0,16,0,,,,,,,,,,
7999,0,0,15,0,,,,,,,,,,
8000,21,21,17,0,,,,,,,,,,
8001,203,113,20,0,,,,,,,,,,
8002,392,161,23,0,,,,,,,,,,
8003,541,188,27,0,,,,,,,,,,
8004,634,204,30,0,,,,,,,,,,
8005,667,206,31,0,,,,,,,,,,
8006,615,214,31,0,,,,,,,,,,
8007,514,194,31,0,,,,,,,,,,
8008,361,174,29,0.1,,,,,,,,,,
8009,163,113,26,0.1,,,,,,,,,,
8010,3,3,24,0.1,,,,,,,,,,
8011,0,0,23,0.1,,,,,,,,,,
8012,0,0,22,0.1,,,,,,,,,,
8013,0,0,21,0.1,,,,,,,,,,
8014,0,0,20,0.1,,,,,,,,,,
8015,0,0,20,0,,,,,,,,,,
8016,0,0,19,0.1,,,,,,,,,,
8017,0,0,18,0.1,,,,,,,,,,
8018,0,0,17,0.1,,,,,,,,,,
8019,0,0,17,0.1,,,,,,,,,,
8020,0,0,16,0.1,,,,,,,,,,
8021,0,0,16,0.1,,,,,,,,,,
8022,0,0,12,0.2,,,,,,,,,,
8023,0,0,12,0.2,,,,,,,,,,
8024,22,22,13,0.2,,,,,,,,,,
8025,209,105,16,0.1,,,,,,,,,,
8026,401,145,20,0.1,,,,,,,,,,
8027,564,173,24,0.1,,,,,,,,,,
8028,663,186,27,0.1,,,,,,,,,,
8029,694,190,28,0,,,,,,,,,,
8030,654,185,28,0,,,,,,,,,,
8031,546,170,27,0.1,,,,,,,,,,
8032,383,144,26,0.1,,,,,,,,,,
8033,185,105,23,0.2,,,,,,,,,,
8034,3,3,20,0.2,,,,,,,,,,
8035,0,0,19,0.3,,,,,,,,,,
8036,0,0,18,0.3,,,,,,,,,,
8037,0,0,17,0.3,,,,,,,,,,
8038,0,0,17,0.3,,,,,,,,,,
8039,0,0,16,0.3,,,,,,,,,,
8040,0,0,15,0.3,,,,,,,,,,
8041,0,0,14,0.3,,,,,,,,,,
8042,0,0,14,0.3,,,,,,,,,,
8043,0,0,13,0.3,,,,,,,,,,
8044,0,0,13,0.3,,,,,,,,,,
8045,0,0,13,0.3,,,,,,,,,,
8046,0,0,12,0.3,,,,,,,,,,
8047,0,0,12,0.3,,,,,,,,,,
8048,20,20,13,0.3,,,,,,,,,,
8049,203,102,16,0.2,,,,,,,,,,
8050,394,145,19,0.2,,,,,,,,,,
8051,549,170,24,0.2,,,,,,,,,,
8052,647,183,27,0.2,,,,,,,,,,
8053,678,187,28,0.2,,,,,,,,,,
8054,639,182,28,0.1,,,,,,,,,,
8055,534,168,28,0.1,,,,,,,,,,
8056,375,142,27,0.1,,,,,,,,,,
8057,175,109,24,0.2,,,,,,,,,,
8058,3,3,21,0.2,,,,,,,,,,
8059,0,0,20,0.3,,,,,,,,,,
8060,0,0,20,0.3,,,,,,,,,,
8061,0,0,19,0.3,,,,,,,,,,
8062,0,0,18,0.3,,,,,,,,,,
8063,0,0,17,0.3,,,,,,,,,,
8064,0,0,16,0.3,,,,,,,,,,
8065,0,0,16,0.3,,,,,,,,,,
8066,0,0,15,0.3,,,,,,,,,,
8067,0,0,14,0.3,,,,,,,,,,
8068,0,0,14,0.3,,,,,,,,,,
8069,0,0,14,0.3,,,,,,,,,,
8070,0,0,13,0.2,,,,,,,,,,
8071,0,0,13,0.2,,,,,,,,,,
8072,18,18,14,0.2,,,,,,,,,,
8073,198,100,17,0.2,,,,,,,,,,
8074,386,144,21,0.1,,,,,,,,,,
8075,540,169,25,0.2,,,,,,,,,,
8076,639,182,28,0.1,,,,,,,,,,
8077,670,186,29,0.1,,,,,,,,,,
8078,632,181,30,0.1,,,,,,,,,,
8079,528,167,29,0.1,,,,,,,,,,
8080,371,141,28,0.1,,,,,,,,,,
8081,181,95,26,0.1,,,,,,,,,,
8082,3,3,23,0.2,,,,,,,,,,
8083,0,0,22,0.3,,,,,,,,,,
8084,0,0,21,0.3,,,,,,,,,,
8085,0,0,20,0.3,,,,,,,,,,
8086,0,0,19,0.3,,,,,,,,,,
8087,0,0,18,0.3,,,,,,,,,,
8088,0,0,17,0.3,,,,,,,,,,
8089,0,0,17,0.3,,,,,,,,,,
8090,0,0,16,0.3,,,,,,,,,,
8091,0,0,15,0.3,,,,,,,,,,
8092,0,0,15,0.2,,,,,,,,,,
8093,0,0,15,0.2,,,,,,,,,,
8094,0,0,14,0.2,,,,,,,,,,
8095,0,0,14,0.2,,,,,,,,,,
8096,20,20,15,0.2,,,,,,,,,,
8097,195,100,18,0.1,,,,,,,,,,
8098,383,143,22,0.1,,,,,,,,,,
8099,536,168,27,0,,,,,,,,,,
8100,635,182,29,0,,,,,,,,,,
8101,666,186,31,0,,,,,,,,,,
8102,629,181,31,0,,,,,,,,,,
8103,527,167,30,0.1,,,,,,,,,,
8104,370,141,29,0.1,,,,,,,,,,
8105,182,96,26,0.2,,,,,,,,,,
8106,3,3,24,0.2,,,,,,,,,,
8107,0,0,22,0.3,,,,,,,,,,
8108,0,0,21,0.3,,,,,,,,,,
8109,0,0,20,0.3,,,,,,,,,,
8110,0,0,19,0.3,,,,,,,,,,
8111,0,0,18,0.3,,,,,,,,,,
8112,0,0,18,0.3,,,,,,,,,,
8113,0,0,17,0.3,,,,,,,,,,
8114,0,0,17,0.3,,,,,,,,,,
8115,0,0,16,0.2,,,,,,,,,,
8116,0,0,15,0.2,,,,,,,,,,
8117,0,0,15,0.2,,,,,,,,,,
8118,0,0,15,0.1,,,,,,,,,,
8119,0,0,14,0.1,,,,,,,,,,
8120,18,18,16,0,,,,,,,,,,
8121,171,114,18,0,,,,,,,,,,
8122,361,171,22,0,,,,,,,,,,
8123,540,169,26,0,,,,,,,,,,
8124,640,183,29,0,,,,,,,,,,
8125,673,187,31,0.1,,,,,,,,,,
8126,636,182,31,0.1,,,,,,,,,,
8127,533,168,30,0.1,,,,,,,,,,
8128,375,142,28,0.1,,,,,,,,,,
8129,184,96,26,0.1,,,,,,,,,,
8130,4,4,23,0.1,,,,,,,,,,
8131,0,0,22,0.2,,,,,,,,,,
8132,0,0,21,0.2,,,,,,,,,,
8133,0,0,20,0.2,,,,,,,,,,
8134,0,0,19,0.2,,,,,,,,,,
8135,0,0,19,0.2,,,,,,,,,,
8136,0,0,18,0.2,,,,,,,,,,
8137,0,0,17,0.2,,,,,,,,,,
8138,0,0,16,0.2,,,,,,,,,,
8139,0,0,16,0.2,,,,,,,,,,
8140,0,0,15,0.2,,,,,,,,,,
8141,0,0,15,0.2,,,,,,,,,,
8142,0,0,15,0.2,,,,,,,,,,
8143,0,0,14,0.2,,,,,,,,,,
