Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,DHI Units,DNI Units,GHI Units,Temperature Units,Wind Speed Units
NSRDB,20013,Jodhpur,Rajasthan,India,26.35,73.05,5.5,0,5.5,w/m2,w/m2,w/m2,c,m/s
,,,,,,,,,,,,,,
Hour,GHI,DHI,Temperature,Wind Speed,,,,,,,,,,
6927,656,195,35,0.1,,,,,,,,,,
6928,485,170,34,0.1,,,,,,,,,,
6929,278,129,33,0.1,,,,,,,,,,
6930,58,53,30,0.1,,,,,,,,,,
6931,0,0,29,0.2,,,,,,,,,,
6932,0,0,28,0.2,,,,,,,,,,
6933,0,0,28,0.2,,,,,,,,,,
6934,0,0,27,0.3,,,,,,,,,,
6935,0,0,26,0.3,,,,,,,,,,
6936,0,0,25,0.3,,,,,,,,,,
6937,0,0,25,0.3,,,,,,,,,,
6938,0,0,24,0.2,,,,,,,,,,
6939,0,0,23,0.3,,,,,,,,,,
6940,0,0,23,0.3,,,,,,,,,,
6941,0,0,22,0.3,,,,,,,,,,
6942,0,0,22,0.3,,,,,,,,,,
6943,0,0,22,0.3,,,,,,,,,,
6944,113,83,24,0.3,,,,,,,,,,
6945,328,141,26,0.2,,,,,,,,,,
6946,530,178,30,0.2,,,,,,,,,,
6947,687,205,33,0.2,,,,,,,,,,
6948,785,217,35,0.2,,,,,,,,,,
6949,816,216,36,0.2,,,,,,,,,,
6950,771,210,36,0.1,,,,,,,,,,
6951,657,196,36,0.1,,,,,,,,,,
6952,486,171,35,0.1,,,,,,,,,,
6953,277,149,34,0.1,,,,,,,,,,
6954,54,50,30,0.1,,,,,,,,,,
6955,0,0,30,0.1,,,,,,,,,,
6956,0,0,29,0.1,,,,,,,,,,
6957,0,0,28,0.1,,,,,,,,,,
6958,0,0,27,0.1,,,,,,,,,,
6959,0,0,27,0.1,,,,,,,,,,
6960,0,0,26,0.1,,,,,,,,,,
6961,0,0,25,0.1,,,,,,,,,,
6962,0,0,25,0.1,,,,,,,,,,
6963,0,0,24,0.1,,,,,,,,,,
6964,0,0,24,0.1,,,,,,,,,,
6965,0,0,23,0.1,,,,,,,,,,
6966,0,0,23,0.2,,,,,,,,,,
6967,0,0,23,0.2,,,,,,,,,,
6968,114,75,25,0.2,,,,,,,,,,
6969,325,140,27,0.2,,,,,,,,,,
6970,527,178,30,0.1,,,,,,,,,,
6971,682,205,34,0.2,,,,,,,,,,
6972,780,219,36,0.2,,,,,,,,,,
6973,810,218,36,0.2,,,,,,,,,,
6974,767,210,37,0.2,,,,,,,,,,
6975,653,195,36,0.2,,,,,,,,,,
6976,482,175,35,0.2,,,,,,,,,,
6977,271,148,34,0.2,,,,,,,,,,
6978,51,48,31,0.2,,,,,,,,,,
6979,0,0,30,0.2,,,,,,,,,,
6980,0,0,29,0.2,,,,,,,,,,
6981,0,0,28,0.3,,,,,,,,,,
6982,0,0,27,0.3,,,,,,,,,,
6983,0,0,26,0.2,,,,,,,,,,
6984,0,0,25,0.2,,,,,,,,,,
6985,0,0,25,0.2,,,,,,,,,,
6986,0,0,24,0.2,,,,,,,,,,
6987,0,0,24,0.1,,,,,,,,,,
6988,0,0,23,0.1,,,,,,,,,,
6989,0,0,23,0,,,,,,,,,,
6990,0,0,22,0,,,,,,,,,,
6991,0,0,22,0,,,,,,,,,,
6992,108,81,23,0,,,,,,,,,,
6993,326,150,26,0,,,,,,,,,,
6994,523,177,29,0,,,,,,,,,,
6995,678,205,33,0.1,,,,,,,,,,
6996,776,219,35,0.1,,,,,,,,,,
6997,805,218,36,0.1,,,,,,,,,,
6998,781,212,36,0.1,,,,,,,,,,
6999,657,196,36,0.2,,,,,,,,,,
7000,476,175,35,0.2,,,,,,,,,,
7001,266,140,33,0.2,,,,,,,,,,
7002,52,48,30,0.1,,,,,,,,,,
7003,0,0,29,0.1,,,,,,,,,,
7004,0,0,28,0.2,,,,,,,,,,
7005,0,0,27,0.2,,,,,,,,,,
7006,0,0,26,0.1,,,,,,,,,,
7007,0,0,26,0.1,,,,,,,,,,
7008,0,0,25,0.1,,,,,,,,,,
7009,0,0,24,0.1,,,,,,,,,,
7010,0,0,24,0,,,,,,,,,,
7011,0,0,23,0,,,,,,,,,,
7012,0,0,22,0,,,,,,,,,,
7013,0,0,22,0,,,,,,,,,,
7014,0,0,21,0,,,,,,,,,,
7015,0,0,21,0,,,,,,,,,,
7016,106,80,23,0,,,,,,,,,,
7017,323,149,25,0,,,,,,,,,,
7018,519,177,29,0,,,,,,,,,,
7019,674,206,33,0,,,,,,,,,,
7020,764,229,35,0.1,,,,,,,,,,
7021,807,210,36,0,,,,,,,,,,
7022,771,211,36,0,,,,,,,,,,
7023,655,196,36,0,,,,,,,,,,
7024,478,170,34,0,,,,,,,,,,
7025,260,155,31,0,,,,,,,,,,
7026,44,42,29,0,,,,,,,,,,
7027,0,0,28,0,,,,,,,,,,
7028,0,0,28,0.1,,,,,,,,,,
7029,0,0,26,0.1,,,,,,,,,,
7030,0,0,25,0.1,,,,,,,,,,
7031,0,0,24,0.2,,,,,,,,,,
7032,0,0,23,0.2,,,,,,,,,,
7033,0,0,23,0.2,,,,,,,,,,
7034,0,0,22,0.2,,,,,,,,,,
7035,0,0,21,0.2,,,,,,,,,,
7036,0,0,21,0.2,,,,,,,,,,
7037,0,0,20,0.2,,,,,,,,,,
7038,0,0,20,0.2,,,,,,,,,,
7039,0,0,20,0.2,,,,,,,,,,
7040,108,80,22,0.1,,,,,,,,,,
7041,324,145,25,0.1,,,,,,,,,,
7042,520,173,29,0.1,,,,,,,,,,
7043,674,200,32,0.1,,,,,,,,,,
7044,765,222,35,0,,,,,,,,,,
7045,794,223,36,0,,,,,,,,,,
7046,764,209,36,0,,,,,,,,,,
7047,638,207,35,0,,,,,,,,,,
7048,464,177,34,0,,,,,,,,,,
7049,255,154,31,0,,,,,,,,,,
7050,41,39,29,0,,,,,,,,,,
7051,0,0,28,0.1,,,,,,,,,,
7052,0,0,27,0.1,,,,,,,,,,
7053,0,0,26,0.1,,,,,,,,,,
7054,0,0,25,0.2,,,,,,,,,,
7055,0,0,25,0.2,,,,,,,,,,
7056,0,0,24,0.2,,,,,,,,,,
7057,0,0,23,0.2,,,,,,,,,,
7058,0,0,23,0.2,,,,,,,,,,
7059,0,0,22,0.2,,,,,,,,,,
7060,0,0,22,0.1,,,,,,,,,,
7061,0,0,22,0.1,,,,,,,,,,
7062,0,0,21,0.1,,,,,,,,,,
7063,0,0,21,0.1,,,,,,,,,,
7064,105,76,23,0.1,,,,,,,,,,
7065,320,139,26,0.1,,,,,,,,,,
7066,516,174,29,0,,,,,,,,,,
7067,665,208,33,0,,,,,,,,,,
7068,754,232,35,0,,,,,,,,,,
7069,795,214,35,0,,,,,,,,,,
7070,752,205,36,0,,,,,,,,,,
7071,640,200,35,0,,,,,,,,,,
7072,458,178,34,0,,,,,,,,,,
7073,257,135,31,0,,,,,,,,,,
7074,42,40,29,0,,,,,,,,,,
7075,0,0,28,0,,,,,,,,,,
7076,0,0,27,0,,,,,,,,,,
7077,0,0,26,0,,,,,,,,,,
7078,0,0,26,0.1,,,,,,,,,,
7079,0,0,25,0.1,,,,,,,,,,
7080,0,0,24,0.1,,,,,,,,,,
7081,0,0,23,0.1,,,,,,,,,,
7082,0,0,23,0.1,,,,,,,,,,
7083,0,0,22,0.1,,,,,,,,,,
7084,0,0,21,0.1,,,,,,,,,,
7085,0,0,21,0,,,,,,,,,,
7086,0,0,21,0,,,,,,,,,,
7087,0,0,20,0,,,,,,,,,,
7088,103,76,22,0,,,,,,,,,,
7089,316,139,25,0,,,,,,,,,,
7090,512,174,29,0,,,,,,,,,,
7091,660,208,32,0,,,,,,,,,,
7092,755,224,34,0,,,,,,,,,,
7093,782,227,35,0,,,,,,,,,,
7094,737,220,35,0,,,,,,,,,,
7095,625,200,34,0,,,,,,,,,,
7096,453,180,33,0.1,,,,,,,,,,
7097,252,135,31,0.1,,,,,,,,,,
7098,39,38,28,0.1,,,,,,,,,,
7099,0,0,27,0.1,,,,,,,,,,
7100,0,0,26,0.1,,,,,,,,,,
7101,0,0,26,0.2,,,,,,,,,,
7102,0,0,25,0.2,,,,,,,,,,
7103,0,0,24,0.2,,,,,,,,,,
7104,0,0,23,0.2,,,,,,,,,,
7105,0,0,22,0.2,,,,,,,,,,
7106,0,0,21,0.1,,,,,,,,,,
7107,0,0,20,0.1,,,,,,,,,,
7108,0,0,20,0.2,,,,,,,,,,
7109,0,0,19,0.2,,,,,,,,,,
7110,0,0,18,0.2,,,,,,,,,,
7111,0,0,18,0.2,,,,,,,,,,
7112,100,74,21,0.2,,,,,,,,,,
7113,309,143,24,0.1,,,,,,,,,,
7114,503,179,28,0.1,,,,,,,,,,
7115,655,209,31,0.1,,,,,,,,,,
7116,744,235,33,0.1,,,,,,,,,,
7117,777,230,34,0.1,,,,,,,,,,
7118,747,198,34,0.1,,,,,,,,,,
7119,635,193,33,0.1,,,,,,,,,,
7120,455,173,32,0.2,,,,,,,,,,
7121,247,149,30,0.2,,,,,,,,,,
7122,36,36,28,0.2,,,,,,,,,,
7123,0,0,26,0.2,,,,,,,,,,
7124,0,0,25,0.2,,,,,,,,,,
7125,0,0,24,0.2,,,,,,,,,,
7126,0,0,24,0.1,,,,,,,,,,
7127,0,0,23,0.1,,,,,,,,,,
7128,0,0,22,0.1,,,,,,,,,,
7129,0,0,21,0.1,,,,,,,,,,
7130,0,0,20,0.1,,,,,,,,,,
7131,0,0,20,0.1,,,,,,,,,,
7132,0,0,19,0.1,,,,,,,,,,
7133,0,0,18,0.1,,,,,,,,,,
7134,0,0,18,0.1,,,,,,,,,,
7135,0,0,18,0.1,,,,,,,,,,
7136,98,73,20,0.1,,,,,,,,,,
7137,306,143,23,0.1,,,,,,,,,,
7138,504,179,27,0,,,,,,,,,,
7139,645,217,31,0,,,,,,,,,,
7140,739,236,33,0.1,,,,,,,,,,
7141,771,231,33,0.1,,,,,,,,,,
7142,741,201,33,0.1,,,,,,,,,,
7143,621,203,33,0.1,,,,,,,,,,
7144,449,174,32,0.1,,,,,,,,,,
7145,242,148,30,0.1,,,,,,,,,,
7146,33,33,27,0.1,,,,,,,,,,
7147,0,0,26,0.1,,,,,,,,,,
7148,0,0,25,0.1,,,,,,,,,,
7149,0,0,24,0.1,,,,,,,,,,
7150,0,0,23,0.1,,,,,,,,,,
7151,0,0,22,0.1,,,,,,,,,,
7152,0,0,21,0.1,,,,,,,,,,
7153,0,0,20,0.1,,,,,,,,,,
7154,0,0,20,0.1,,,,,,,,,,
7155,0,0,19,0.1,,,,,,,,,,
7156,0,0,19,0.1,,,,,,,,,,
7157,0,0,18,0.1,,,,,,,,,,
7158,0,0,18,0.1,,,,,,,,,,
7159,0,0,18,0.2,,,,,,,,,,
7160,95,72,20,0.2,,,,,,,,,,
7161,302,142,23,0.1,,,,,,,,,,
7162,495,179,27,0.1,,,,,,,,,,
7163,640,216,31,0.1,,,,,,,,,,
7164,733,236,33,0,,,,,,,,,,
7165,765,233,34,0,,,,,,,,,,
7166,727,215,34,0,,,,,,,,,,
7167,615,195,33,0,,,,,,,,,,
7168,443,174,32,0,,,,,,,,,,
7169,237,147,30,0,,,,,,,,,,
7170,30,30,27,0,,,,,,,,,,
7171,0,0,26,0,,,,,,,,,,
7172,0,0,25,0,,,,,,,,,,
7173,0,0,24,0,,,,,,,,,,
7174,0,0,23,0,,,,,,,,,,
7175,0,0,23,0,,,,,,,,,,
7176,0,0,22,0,,,,,,,,,,
7177,0,0,21,0.1,,,,,,,,,,
7178,0,0,20,0.1,,,,,,,,,,
7179,0,0,20,0.1,,,,,,,,,,
7180,0,0,19,0.1,,,,,,,,,,
7181,0,0,18,0.1,,,,,,,,,,
7182,0,0,18,0.1,,,,,,,,,,
7183,0,0,18,0.1,,,,,,,,,,
7184,93,71,20,0.2,,,,,,,,,,
7185,294,145,23,0.1,,,,,,,,,,
7186,491,184,26,0.1,,,,,,,,,,
7187,633,220,30,0.1,,,,,,,,,,
7188,716,253,32,0.1,,,,,,,,,,
7189,767,237,33,0,,,,,,,,,,
7190,737,207,33,0,,,,,,,,,,
7191,609,205,33,0.1,,,,,,,,,,
7192,438,176,31,0.1,,,,,,,,,,
7193,232,146,29,0.1,,,,,,,,,,
7194,28,28,27,0,,,,,,,,,,
7195,0,0,26,0,,,,,,,,,,
7196,0,0,25,0,,,,,,,,,,
7197,0,0,24,0,,,,,,,,,,
7198,0,0,23,0,,,,,,,,,,
7199,0,0,23,0,,,,,,,,,,
7200,0,0,22,0,,,,,,,,,,
7201,0,0,21,0.1,,,,,,,,,,
7202,0,0,20,0.1,,,,,,,,,,
7203,0,0,20,0.1,,,,,,,,,,
7204,0,0,19,0.1,,,,,,,,,,
7205,0,0,19,0.1,,,,,,,,,,
7206,0,0,18,0.1,,,,,,,,,,
7207,0,0,18,0.1,,,,,,,,,,
7208,90,69,20,0.1,,,,,,,,,,
7209,295,142,23,0.1,,,,,,,,,,
7210,492,175,26,0.1,,,,,,,,,,
7211,636,211,30,0.1,,,,,,,,,,
7212,723,239,32,0.1,,,,,,,,,,
7213,761,226,33,0.2,,,,,,,,,,
7214,723,208,33,0.2,,,,,,,,,,
7215,603,207,33,0.2,,,,,,,,,,
7216,432,176,32,0.2,,,,,,,,,,
7217,227,144,30,0.2,,,,,,,,,,
7218,25,25,27,0.2,,,,,,,,,,
7219,0,0,25,0.2,,,,,,,,,,
7220,0,0,24,0.2,,,,,,,,,,
7221,0,0,23,0.2,,,,,,,,,,
7222,0,0,23,0.2,,,,,,,,,,
7223,0,0,22,0.2,,,,,,,,,,
7224,0,0,21,0.2,,,,,,,,,,
7225,0,0,20,0.3,,,,,,,,,,
7226,0,0,20,0.3,,,,,,,,,,
7227,0,0,19,0.3,,,,,,,,,,
7228,0,0,19,0.3,,,,,,,,,,
7229,0,0,19,0.3,,,,,,,,,,
7230,0,0,18,0.3,,,,,,,,,,
7231,0,0,18,0.3,,,,,,,,,,
7232,87,68,20,0.3,,,,,,,,,,
7233,294,133,23,0.3,,,,,,,,,,
7234,488,176,27,0.3,,,,,,,,,,
7235,632,212,30,0.3,,,,,,,,,,
7236,717,239,32,0.3,,,,,,,,,,
7237,748,238,33,0.3,,,,,,,,,,
7238,717,210,34,0.3,,,,,,,,,,
7239,598,208,33,0.2,,,,,,,,,,
7240,427,179,32,0.2,,,,,,,,,,
7241,223,144,30,0.2,,,,,,,,,,
7242,23,23,28,0.2,,,,,,,,,,
7243,0,0,26,0.3,,,,,,,,,,
7244,0,0,25,0.3,,,,,,,,,,
7245,0,0,24,0.3,,,,,,,,,,
7246,0,0,24,0.3,,,,,,,,,,
7247,0,0,23,0.3,,,,,,,,,,
7248,0,0,22,0.3,,,,,,,,,,
7249,0,0,22,0.3,,,,,,,,,,
7250,0,0,21,0.3,,,,,,,,,,
7251,0,0,21,0.3,,,,,,,,,,
7252,0,0,20,0.3,,,,,,,,,,
7253,0,0,20,0.3,,,,,,,,,,
7254,0,0,19,0.3,,,,,,,,,,
7255,0,0,19,0.3,,,,,,,,,,
7256,85,67,21,0.2,,,,,,,,,,
7257,292,133,24,0.2,,,,,,,,,,
7258,484,176,28,0.2,,,,,,,,,,
7259,627,212,30,0.2,,,,,,,,,,
7260,712,240,32,0.2,,,,,,,,,,
7261,749,229,33,0.2,,,,,,,,,,
7262,702,223,33,0.2,,,,,,,,,,
7263,583,216,33,0.2,,,,,,,,,,
7264,422,172,32,0.2,,,,,,,,,,
7265,218,142,30,0.2,,,,,,,,,,
7266,24,24,28,0.2,,,,,,,,,,
7267,0,0,26,0.2,,,,,,,,,,
7268,0,0,26,0.3,,,,,,,,,,
7269,0,0,25,0.3,,,,,,,,,,
7270,0,0,24,0.3,,,,,,,,,,
7271,0,0,23,0.3,,,,,,,,,,
7272,0,0,22,0.3,,,,,,,,,,
7273,0,0,22,0.3,,,,,,,,,,
7274,0,0,21,0.3,,,,,,,,,,
7275,0,0,20,0.3,,,,,,,,,,
7276,0,0,20,0.3,,,,,,,,,,
7277,0,0,20,0.3,,,,,,,,,,
7278,0,0,19,0.3,,,,,,,,,,
7279,0,0,19,0.3,,,,,,,,,,
7280,82,65,20,0.3,,,,,,,,,,
7281,286,131,23,0.2,,,,,,,,,,
7282,479,176,27,0.3,,,,,,,,,,
7283,622,213,30,0.3,,,,,,,,,,
7284,707,241,32,0.3,,,,,,,,,,
7285,744,232,33,0.2,,,,,,,,,,
7286,705,214,33,0.2,,,,,,,,,,
7287,586,210,32,0.2,,,,,,,,,,
7288,409,191,31,0.2,,,,,,,,,,
7289,214,121,30,0.2,,,,,,,,,,
7290,18,18,27,0.1,,,,,,,,,,
7291,0,0,26,0.1,,,,,,,,,,
7292,0,0,26,0.1,,,,,,,,,,
7293,0,0,25,0,,,,,,,,,,
7294,0,0,24,0.1,,,,,,,,,,
7295,0,0,24,0.1,,,,,,,,,,
7296,0,0,23,0.1,,,,,,,,,,
7297,0,0,23,0.1,,,,,,,,,,
7298,0,0,23,0.1,,,,,,,,,,
7299,0,0,22,0.1,,,,,,,,,,
7300,0,0,22,0.1,,,,,,,,,,
7301,0,0,21,0,,,,,,,,,,
7302,0,0,21,0,,,,,,,,,,
7303,0,0,20,0.1,,,,,,,,,,
7304,81,66,22,0.1,,,,,,,,,,
7305,286,133,24,0.1,,,,,,,,,,
7306,483,176,28,0.1,,,,,,,,,,
7307,638,201,31,0,,,,,,,,,,
7308,733,214,33,0.1,,,,,,,,,,
7309,760,218,33,0.1,,,,,,,,,,
7310,715,212,33,0.1,,,,,,,,,,
7311,602,196,32,0.2,,,,,,,,,,
7312,433,167,31,0.2,,,,,,,,,,
7313,230,117,29,0.2,,,,,,,,,,
7314,20,20,26,0.2,,,,,,,,,,
7315,0,0,25,0.2,,,,,,,,,,
7316,0,0,24,0.2,,,,,,,,,,
7317,0,0,23,0.3,,,,,,,,,,
7318,0,0,22,0.3,,,,,,,,,,
7319,0,0,21,0.3,,,,,,,,,,
7320,0,0,20,0.3,,,,,,,,,,
7321,0,0,19,0.3,,,,,,,,,,
7322,0,0,19,0.3,,,,,,,,,,
7323,0,0,18,0.3,,,,,,,,,,
7324,0,0,18,0.2,,,,,,,,,,
7325,0,0,17,0.2,,,,,,,,,,
7326,0,0,17,0.2,,,,,,,,,,
7327,0,0,16,0.2,,,,,,,,,,
7328,78,64,18,0.2,,,,,,,,,,
7329,288,163,21,0.2,,,,,,,,,,
7330,491,177,24,0.1,,,,,,,,,,
7331,648,193,29,0.1,,,,,,,,,,
7332,760,219,31,0.2,,,,,,,,,,
7333,785,222,32,0.1,,,,,,,,,,
7334,737,216,32,0.1,,,,,,,,,,
7335,608,189,32,0.1,,,,,,,,,,
7336,437,168,30,0.1,,,,,,,,,,
7337,229,119,28,0.1,,,,,,,,,,
7338,15,15,25,0.1,,,,,,,,,,
7339,0,0,24,0.1,,,,,,,,,,
7340,0,0,23,0.1,,,,,,,,,,
7341,0,0,22,0.1,,,,,,,,,,
7342,0,0,21,0.2,,,,,,,,,,
7343,0,0,21,0.2,,,,,,,,,,
7344,0,0,20,0.2,,,,,,,,,,
7345,0,0,19,0.2,,,,,,,,,,
7346,0,0,18,0.2,,,,,,,,,,
7347,0,0,18,0.2,,,,,,,,,,
7348,0,0,17,0.2,,,,,,,,,,
7349,0,0,17,0.2,,,,,,,,,,
7350,0,0,16,0.2,,,,,,,,,,
7351,0,0,16,0.2,,,,,,,,,,
7352,80,64,18,0.2,,,,,,,,,,
7353,284,143,21,0.1,,,,,,,,,,
7354,487,177,24,0.1,,,,,,,,,,
7355,643,195,29,0.1,,,,,,,,,,
7356,750,218,32,0.1,,,,,,,,,,
7357,775,221,32,0,,,,,,,,,,
7358,727,214,32,0,,,,,,,,,,
7359,610,198,32,0.1,,,,,,,,,,
7360,433,167,30,0.1,,,,,,,,,,
7361,225,118,28,0.1,,,,,,,,,,
7362,16,16,25,0.1,,,,,,,,,,
7363,0,0,24,0.1,,,,,,,,,,
7364,0,0,23,0.1,,,,,,,,,,
7365,0,0,22,0.2,,,,,,,,,,
7366,0,0,21,0.2,,,,,,,,,,
7367,0,0,20,0.2,,,,,,,,,,
7368,0,0,19,0.2,,,,,,,,,,
7369,0,0,19,0.2,,,,,,,,,,
7370,0,0,18,0.2,,,,,,,,,,
7371,0,0,17,0.2,,,,,,,,,,
7372,0,0,17,0.2,,,,,,,,,,
7373,0,0,16,0.2,,,,,,,,,,
7374,0,0,16,0.2,,,,,,,,,,
7375,0,0,16,0.2,,,,,,,,,,
7376,78,64,18,0.2,,,,,,,,,,
7377,280,143,21,0.2,,,,,,,,,,
7378,483,178,24,0.1,,,,,,,,,,
7379,642,202,29,0.1,,,,,,,,,,
7380,738,216,31,0,,,,,,,,,,
7381,763,219,32,0,,,,,,,,,,
7382,715,213,32,0,,,,,,,,,,
7383,600,196,32,0.1,,,,,,,,,,
7384,429,166,30,0.1,,,,,,,,,,
7385,220,117,28,0.1,,,,,,,,,,
7386,14,14,25,0.1,,,,,,,,,,
7387,0,0,24,0.1,,,,,,,,,,
7388,0,0,23,0.1,,,,,,,,,,
7389,0,0,22,0.2,,,,,,,,,,
7390,0,0,21,0.2,,,,,,,,,,
7391,0,0,20,0.2,,,,,,,,,,
7392,0,0,19,0.2,,,,,,,,,,
7393,0,0,19,0.3,,,,,,,,,,
7394,0,0,18,0.3,,,,,,,,,,
7395,0,0,17,0.3,,,,,,,,,,
7396,0,0,17,0.3,,,,,,,,,,
7397,0,0,16,0.2,,,,,,,,,,
7398,0,0,16,0.2,,,,,,,,,,
7399,0,0,16,0.2,,,,,,,,,,
7400,75,62,18,0.2,,,,,,,,,,
7401,278,131,21,0.2,,,,,,,,,,
7402,472,174,24,0.1,,,,,,,,,,
7403,625,199,29,0.2,,,,,,,,,,
7404,718,213,31,0.2,,,,,,,,,,
7405,742,216,32,0.1,,,,,,,,,,
7406,694,209,32,0.1,,,,,,,,,,
7407,581,192,32,0.1,,,,,,,,,,
7408,413,162,31,0,,,,,,,,,,
7409,213,112,29,0,,,,,,,,,,
7410,13,13,26,0.1,,,,,,,,,,
7411,0,0,25,0.1,,,,,,,,,,
7412,0,0,24,0.2,,,,,,,,,,
7413,0,0,23,0.2,,,,,,,,,,
7414,0,0,23,0.2,,,,,,,,,,
7415,0,0,22,0.2,,,,,,,,,,
7416,0,0,21,0.2,,,,,,,,,,
7417,0,0,20,0.3,,,,,,,,,,
7418,0,0,20,0.2,,,,,,,,,,
7419,0,0,20,0.2,,,,,,,,,,
7420,0,0,19,0.2,,,,,,,,,,
7421,0,0,20,0.2,,,,,,,,,,
7422,0,0,19,0.2,,,,,,,,,,
7423,0,0,19,0.2,,,,,,,,,,
7424,48,46,21,0.2,,,,,,,,,,
7425,267,128,23,0.1,,,,,,,,,,
7426,422,240,27,0.2,,,,,,,,,,
7427,610,197,30,0.2,,,,,,,,,,
7428,704,211,31,0.2,,,,,,,,,,
7429,730,214,31,0.2,,,,,,,,,,
7430,528,361,31,0.1,,,,,,,,,,
7431,506,286,31,0.1,,,,,,,,,,
7432,260,218,30,0.1,,,,,,,,,,
7433,210,111,28,0,,,,,,,,,,
7434,15,15,26,0,,,,,,,,,,
7435,0,0,26,0,,,,,,,,,,
7436,0,0,25,0,,,,,,,,,,
7437,0,0,25,0.1,,,,,,,,,,
7438,0,0,24,0.1,,,,,,,,,,
7439,0,0,24,0.1,,,,,,,,,,
7440,0,0,23,0.1,,,,,,,,,,
7441,0,0,22,0.1,,,,,,,,,,
7442,0,0,22,0.1,,,,,,,,,,
7443,0,0,21,0.1,,,,,,,,,,
7444,0,0,21,0.1,,,,,,,,,,
7445,0,0,20,0.1,,,,,,,,,,
7446,0,0,20,0.1,,,,,,,,,,
7447,0,0,20,0,,,,,,,,,,
7448,65,57,21,0,,,,,,,,,,
7449,266,128,23,0,,,,,,,,,,
7450,457,171,27,0,,,,,,,,,,
7451,610,197,29,0,,,,,,,,,,
7452,704,211,31,0,,,,,,,,,,
7453,730,214,31,0,,,,,,,,,,
7454,684,208,31,0,,,,,,,,,,
7455,572,191,31,0.1,,,,,,,,,,
7456,406,161,29,0.1,,,,,,,,,,
7457,208,110,27,0.1,,,,,,,,,,
7458,13,13,25,0.2,,,,,,,,,,
7459,0,0,24,0.2,,,,,,,,,,
7460,0,0,23,0.2,,,,,,,,,,
7461,0,0,23,0.2,,,,,,,,,,
7462,0,0,22,0.2,,,,,,,,,,
7463,0,0,21,0.2,,,,,,,,,,
7464,0,0,21,0.2,,,,,,,,,,
7465,0,0,20,0.2,,,,,,,,,,
7466,0,0,20,0.1,,,,,,,,,,
7467,0,0,20,0.1,,,,,,,,,,
7468,0,0,19,0.1,,,,,,,,,,
7469,0,0,19,0.1,,,,,,,,,,
7470,0,0,19,0.1,,,,,,,,,,
7471,0,0,18,0.1,,,,,,,,,,
7472,62,55,19,0.1,,,,,,,,,,
7473,264,144,22,0.1,,,,,,,,,,
7474,435,223,25,0.1,,,,,,,,,,
7475,383,309,28,0.1,,,,,,,,,,
7476,650,303,29,0.1,,,,,,,,,,
7477,718,272,30,0.1,,,,,,,,,,
7478,689,209,30,0.1,,,,,,,,,,
7479,577,192,29,0.1,,,,,,,,,,
7480,410,162,28,0.2,,,,,,,,,,
7481,210,111,26,0.2,,,,,,,,,,
7482,12,12,24,0.2,,,,,,,,,,
7483,0,0,22,0.3,,,,,,,,,,
7484,0,0,21,0.3,,,,,,,,,,
7485,0,0,20,0.3,,,,,,,,,,
7486,0,0,20,0.3,,,,,,,,,,
7487,0,0,19,0.3,,,,,,,,,,
7488,0,0,18,0.3,,,,,,,,,,
7489,0,0,17,0.3,,,,,,,,,,
7490,0,0,17,0.3,,,,,,,,,,
7491,0,0,16,0.3,,,,,,,,,,
7492,0,0,16,0.2,,,,,,,,,,
7493,0,0,15,0.2,,,,,,,,,,
7494,0,0,15,0.2,,,,,,,,,,
7495,0,0,15,0.2,,,,,,,,,,
7496,64,55,16,0.2,,,,,,,,,,
7497,266,156,19,0.1,,,,,,,,,,
7498,459,179,23,0.1,,,,,,,,,,
7499,618,203,27,0.1,,,,,,,,,,
7500,715,213,29,0.1,,,,,,,,,,
7501,741,216,30,0.1,,,,,,,,,,
7502,694,210,30,0,,,,,,,,,,
7503,580,193,30,0,,,,,,,,,,
7504,411,163,28,0.1,,,,,,,,,,
7505,200,116,26,0.1,,,,,,,,,,
7506,7,7,24,0.1,,,,,,,,,,
7507,0,0,23,0.2,,,,,,,,,,
7508,0,0,22,0.2,,,,,,,,,,
7509,0,0,21,0.3,,,,,,,,,,
7510,0,0,20,0.3,,,,,,,,,,
7511,0,0,19,0.3,,,,,,,,,,
7512,0,0,18,0.3,,,,,,,,,,
7513,0,0,18,0.2,,,,,,,,,,
7514,0,0,17,0.2,,,,,,,,,,
7515,0,0,17,0.2,,,,,,,,,,
7516,0,0,16,0.2,,,,,,,,,,
7517,0,0,16,0.2,,,,,,,,,,
7518,0,0,15,0.1,,,,,,,,,,
7519,0,0,15,0.1,,,,,,,,,,
7520,61,53,17,0.1,,,,,,,,,,
7521,262,155,19,0.1,,,,,,,,,,
7522,461,174,24,0.1,,,,,,,,,,
7523,616,199,27,0.1,,,,,,,,,,
7524,712,213,29,0.1,,,,,,,,,,
7525,739,216,30,0.1,,,,,,,,,,
7526,693,210,30,0.1,,,,,,,,,,
7527,580,193,29,0.1,,,,,,,,,,
7528,411,176,28,0.1,,,,,,,,,,
7529,197,124,26,0.1,,,,,,,,,,
7530,6,6,23,0.1,,,,,,,,,,
7531,0,0,22,0.2,,,,,,,,,,
7532,0,0,21,0.2,,,,,,,,,,
7533,0,0,20,0.2,,,,,,,,,,
7534,0,0,19,0.2,,,,,,,,,,
7535,0,0,19,0.2,,,,,,,,,,
